audio	sentence	gender_domain
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36945152.wav	ilikuwa inahatarisha maisha ya vikundi vya kimataifa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28663142.wav	leo hii usafiri wa mizigo unapita katika mfereji wa panama 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30582880.wav	rasilimali madini ya aina mbalimbali kutoka pembezoni mwa bahari 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30180188.wav	milima inatengeneza mazingira mazuri kwa vijiji vinavyozunguka maeneo hayo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28681405.wav	anakumbukwa kwa uchunguzi wake wa hadubini wa ubongo na uti wa mgongo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29789284.wav	fisi wanapatikana mara chache kweye tambarare ya shira 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37097375.wav	takriban makabila yote ya tanzania wakiwemo waluguru yana utajiri mkubwa wa historia na taratibu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28689985.wav	amezaliwa na mama wa ghana na baba wa nigeria 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30098710.wav	hatua ya kampuni ya kumi bet kuzinduliwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30334820.wav	mji wa bagamoyo ulihusishwa na biashara ya masafa marefu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30629947.wav	tembo ana ukubwa wa tani saba 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30579093.wav	kuenea katika afrika baada ya mkutano wa berlin 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30225322.wav	alianza kufanya mikataba na watawala wenyeji katika maeneo ya usagara nguru useguha na ukami 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34391610.wav	ninasoma 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29945047.wav	mpandaji wa mlima huu anapitia kanda tofati za hewa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30364120.wav	mashirikisho ya soka ya mabara nayo yakaiga kutoka kwa wasimamizi wa soka duniani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35408174.wav	unatumika kwenye nchi ambazo ni wanachama wa umoja wa mataifa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36383667.wav	katika ya jamii yote ya kimasai ndani kenya na tanzania 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30338777.wav	wakati meli ikizama bendi hiyo iliendelea kuimba 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37219175.wav	kwa ajili ya mikutano ya kiroho lakini waislamu wanaweza kuchukua 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29795942.wav	watanzania tunaishi kwa upendo na umoja 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30577944.wav	kugawanyika kwa kushindwa kuhakikisha amani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36381427.wav	matokeo kamili yanatanzamiwa kutangazwa mwezi ujao na ikiwa hali itasalia kuwa kama ilivyo sasa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29469266.wav	makao makuu yako wote 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29573132.wav	utaalamu wake ulikuwa hasa upande wa fizikia na kemia 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36385831.wav	makubwa mno afya ya umma na kwa mazingirauhusiano kati ya 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30381164.wav	mapambo ya shanga nyingi shanga za shingoni ambazo husogea kwa mdundo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31506849.wav	zinazopokuwa mbovu zinachangia kupunguza kasi ya kukua kwa uchumi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36254357.wav	vita vya wahehe dhidi ya wajerumaniupanuzi wa wahehe azingira ya iringa leo jina 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37091392.wav	miji hiyo ni mikubwa sana 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31433307.wav	wanyama kadhaa wanapatikana kwenye msitu unaozunguka mlima huo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28825524.wav	huitwa mara nyingi mji wa milele 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29955180.wav	bandari ya cape town na ile ya johanesberg katika taifa ka afrika kusini 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37088586.wav	tunaona faraja ya kilimo hiki licha ya changamoto ya hali ya hewa inayotukabili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30182512.wav	michuano ya mwaka huu imechezwa barani ulaya kwenye nchi kumi na moja 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29937036.wav	hata hivyo mtindo uliopendelewa ni mistari 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30450951.wav	mara nyingi wakiajiriwa hubeba tena mizigo ya safari mpya 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30205652.wav	ulimi wa nyangumi una uzito wa tani tatu ambao ni uzito zaidi wa tembo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34750381.wav	kusababisha watalii waliotaka kuwatazama wakivuka kubadilisha mpangilio wa safari zao 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30016500.wav	bila kusahau kiteto na simanjiro zinazokamilisha jumla ya wilaya tano za mkoa wa manyara 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30385691.wav	daraja la tatu au la chini lilikuwa na mabafu mawili tu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30104564.wav	hata hivyo nyumba zao za asili zinajengwa kwa kutumia miti 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28725615.wav	goli ziko kwenye pande fupi zaidi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29796000.wav	koloni hilo la kijerumani lilitekwa na majeshi ya uingereza na ubelgiji 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29963078.wav	hifadhi ya taifa ya ziwa manyara ilianzishwa elfu moja mia tisa na sitini 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28670217.wav	mara nyingi huwa na utamaduni na lugha moja 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30638502.wav	vivutio vingi huwa havipishani sana kwenye viingilio 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36013666.wav	mkutano mkuu wa chama cha umoja wa kitaifa afrika 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30025585.wav	kangaroo anafanana na sungura kwa mbali 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30671383.wav	watafiti mbalimbali wanahisi limetokana na kazi ya kuvuna ulezi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30026005.wav	alisomea ualimu huko makerere kampala uganda 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30647705.wav	lilikuwa jibu la mkato mmeamua kunipiga vita jiandaeni 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37222778.wav	aidha alipata mafunzo mbalimbali katika taasisi ya chuo cha utawala wa umma lahore pakistan 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30201646.wav	ziwa edward liko ndani ya mbuga ya wanyama ya virunga 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32324032.wav	asikari kankagua mizigo yetu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30434934.wav	maneno ya malatwe yalimfanya mwalimu mkuu kutoa macho 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29915693.wav	serikali imeanzisha kampeni kama tanzania isiyo sahaulika ili utalii 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29516943.wav	hayo yote yalisababisha mara moja ghasia 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36039742.wav	hivyo kuhitajika mikakati maalum kabla ya kujadili masuala hayo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30634562.wav	lakini pia wageni wengi walihamia huku na kuanzisha makazi ya kudumu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28669846.wav	kosa dogo katika kuandika linaweza kusababisha madhara makubwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30268832.wav	waandishi wa kitabu cha deadly developments stephen na downs reyna 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29942721.wav	kwenye miaka ya elfu moja mia saba hamsini 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30141612.wav	waandamanaji walimuua askari mmoja na kuchoma moto kituo cha polisi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30233551.wav	aliitumikia kwa misimu minne akibeba taji la la liga katika msimu wake mwisho 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36380995.wav	huku wanajeshi wengine wakiachishwa kazi na wengine wakishtakiwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37223773.wav	shirika kama royal niger company zilipata maeneo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29845734.wav	rais mstaafu benjamin mkapa ni kiongozi aliyesimama imara kupambana na rushwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28683132.wav	picha za feri za zamani na za kisasa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30327496.wav	hawa wakijulikana wanyantuzu na wasukuma wa mwanza wakiitwa bhasuku 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28690178.wav	yeye pia ni mwanachama wa taasisi ya usimamizi ya kenya 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30256961.wav	maonyesho ya kubainisha fikira za kiuchumi mara nyingi hutumia michoro 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30184802.wav	ikiwa ni lazima uingie katika nyumba ya mtu aliye mgonjwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29995573.wav	anakaa dakika kumi na tano mpaka ishirini kuanza kutembea 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29892689.wav	bodi ya biashara ya nje pia ilipewa dhamana ya kukuza ushirikiano wa biashara kimataifa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29796007.wav	baada ya hapo likaendesha operesheni ya kupora mali za watu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29995699.wav	alikuwa mpiganaji wa kujitolea katika jeshi la ujerumani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36374737.wav	napenda amani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36382479.wav	thelathini na mbili ingawa hali halisi ilikuwa nchi lindwa chini ya 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29615435.wav	aliwahi kucheza timu ya taifa ya tunisia 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36390537.wav	moja na kufuatiwa na mwingine wa mwaka elfu moja mia tisa kumi na moja 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32210867.wav	kuwa wapi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29942124.wav	wakati naanza nilikuwa upande wa habari pekee 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30668382.wav	kwa miaka ya karibuni kuta za tembe hujengwa pia kwa matofali yanayotengenezwa kwa udongo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29788493.wav	zaidi ya hapo mitindo ya vitenge imeanze kuonekana kwenye dunia ya mitindo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30069571.wav	jeshi la amin lilimfukuza mkuu wa dola kabaka mutesa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30470870.wav	hatua hiyo ya werema ilikuja wakati watanzania wakiwa bado wanasubiri uamuzi wa rais 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28660886.wav	kuna matoleo tofauti ya bunduki hizo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28695293.wav	hii inaweza kusababisha kila aina ya shida 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29963715.wav	nyumbu akikamatwa tu basi hutulia na kuliwa bila shida 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30006845.wav	pia uingereza iliamua kutafuta utawala wa visiwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30021015.wav	kwa kawaida bakteria zinaweza kukua na kuishi tu ndani ya seli ya kiumbe 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28259031.wav	hiki ni chombo kikuu kabisa cha utawala wa kijiji 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35963972.wav	licha ya mafanikio hayo lakini pia mashirika haya yamekuwa yakikumbwa na vikwazo vingi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30362325.wav	mwaka elfu mbili na kumi na tisa chama aliongeza mkataba wa miaka miwili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29981325.wav	simba kupanda miti siyo jambo la kawaida lakini manyara ni kama jadi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30333936.wav	rais wa zanzibari daktari hussein mwinyi kupitia runinga ya zanzibari alilitangazia taifa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29115705.wav	kipaji kinaweza kuwa cha kimwili au cha kiakili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30379614.wav	anasema katika kabila la wasafa waliliita ziwa ngosi au ligosi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30342842.wav	mji wa bagamoyo upo pembezoni mwa bahari ya hindi kaskazini mwa bahari ya hindi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30024375.wav	utatembea sana kliko vitu vyote ukipanda mlima huu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34391094.wav	muziki nimepata na siishi hamu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29787926.wav	ni bilionea ambaye ametambuliwa kuwa miongoni mwa mabilionea wa umri mdogo zaidi afrika 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30629814.wav	jamii za wapare zimegawanyika katika makundi ya wafugaji na wakulima 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29978203.wav	wachezaji wanapotaka kuhama timu zao za awali 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29787801.wav	real madrid ilishinda mabao manne kwa moja dhidi ya atletico madrid 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30450863.wav	hili lilipelekea kuongezeka kwa wanafunzi waliojiunga na shule za msingi kwa asilimia sabini 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29938065.wav	tandala na palahala nao wanavutia na kufanya maskani kwenye vilima 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30128611.wav	utu wake na mtizamo wake ulipenya nje ya kuta za gereza 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37226163.wav	mabadiliko hayo mwandishi wetu jijini paris mohamed saleh 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29939164.wav	jose mourinho aliwahi kusema kufungwa hakuondoi ubora wa mechi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36013461.wav	hadi chakula kinaisha alibaki na maswali matatu kichwani yalokosa majibu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34391337.wav	naye atafanya agano thabiti na watu wengi kwa muda wa juma moja na kwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31440768.wav	imepoteza fainali ya ulaya kwa chelsea 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29623414.wav	katika nchi kavu ya kusini kuna ufugaji wa kondoo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29328969.wav	katika fani ya programu za kompyuta ni kawaida kuongea juu ya lugha ya kompyuta 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36251321.wav	walilazimisha kila akida afahamu kiswahili barabara ili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36385241.wav	hussein mwinyi alisoma shahada yake ya kwanza ya udaktari wa kibinaadamu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28669905.wav	siku hizi imekuwa nchi tajiri kutokana na utalii 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36945203.wav	katika makundi mawili kundi la kwanza lilikuwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29001963.wav	baadhi ni ngumu kama almasi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29944862.wav	pamoja na kuenea kwa elimu juu ya ugonjwa huu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29795260.wav	idi amin hakuwa muuaji na mla nyama za watu kama inavyosemekana 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37091949.wav	na huenda amefariki dunia mpango alifanya mkutano huo akiwa hajavaa barakoa na akikohoa mbele 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29439303.wav	alijiunga na utawa wa tatu wa mt 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32091206.wav	msichana ule mwaka huu kwenye ntihani ndopicha kwaudhuri 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29938066.wav	ni kudumisha maneno ya uongo ya wakoloni kutugawa na kujishusha thamani wenyewe kwa wenyewe 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35756762.wav	viongozi wa mataifa mia moja tisini na nne wanakutana jijini kangkon 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29618159.wav	kichwa ni kifupi na kwa umbo la tufe nusu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36013838.wav	akaniambia ni pige zain kwenye website ya tume 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28695291.wav	afya ya meno ni sehemu muhimu ya afya ya mwili kwa jumla 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28691195.wav	wajibu mkuu wa mlezi mara nyingi kuchukuliwa na mke au jamaa wa karibu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37083420.wav	mfalme henry aliwaweka mabinti zake kwenye orodha 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29787562.wav	muziki wa kitamaduni wa kimasai huwa na sauti 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28683159.wav	mamlaka haya yapo mjini dar es salaam 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29022559.wav	alikuwa mwalimu wa mshairi wa mombasa w e taylor 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34890754.wav	mtu huyu alikuwa akiyalifanya shambulio hiyo katika eneo la wasafiri wanosubiri 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32322746.wav	baba alipokwenda kunyoa ndevu alikachika kidevu kwa kijembe 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28673118.wav	kimsingi mandhari ya hifadhi hii ni nyasi iliyo wazi na mito 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31304600.wav	timu nyingi dar es salaam zilitegemea matawi ya simba 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28690678.wav	vilevile tangu kale watu waliwahi kupanga nyota za angani katika kundinyota 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32323964.wav	lyunda jahazi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29795851.wav	mlima kilimanjaro unapandwa katika misimu miwili tofauti 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29839015.wav	jengo la kituo cha biashara cha dunia world trade center complex 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30179912.wav	makao makuu ya chama yalitafuta hifadhi katika milima ya sierra maestra 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28681638.wav	alikuwa mwanachama wa chama cha jamhuri cha marekani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30081266.wav	chakula cha mahindi viazi mchele na kabichi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36385776.wav	hao na wakristo wa kwanza walio wengi waliishi chini ya serikali ya roma 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28735758.wav	mojawapo ni kukutana na watu wa kupendeza kwa wema wao 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35132512.wav	ngoma hizo huchezwa watu wakiwa wamevaa nguo za asili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32323898.wav	lulu humilikiwa na vachu matajiri nno na ina thamani sana 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28681014.wav	watu waliopo katika eneo la kivuli chake wanaona kupatwa kwa jua 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29873164.wav	mwaka elfu moja mia tisa thelathini na nne uliundwa umoja wa waafrika 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29899105.wav	mwalimu nyerere alifariki akiwa kwenye matibabu nchini uingereza 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29937942.wav	wakati huo ikiwa tanganyika na ujerumani yenyewe wanakotokea akina hiss 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36382359.wav	kupunguza uzalishaji wa mmea na inaweza kuondoa virutubishi vilivyo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29979670.wav	baadhi ya watafiti walienda kumchunguza blob 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29728364.wav	lilikuwa pia jina la mungu wa kike katika dini ya roma ya kale 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36387243.wav	alisimama na kuwaahidi wamatumbi kuingia katika vita aliyoiita vita ya ushindi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29898924.wav	eneo linalofaa kwa kilimo ni hekta laki moja hamsini na tatu mia tano arobaini 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29896938.wav	hushughulika pia ukubwa na usambazaji wa faida kutoka kwenye biashara 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29914941.wav	au mabadiliko ya utandawazi yanachangia katika tabia 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30181899.wav	alikuwa paroko msaidizi wa parokia ya mtakatifu petro oysterbay 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29935617.wav	rais wa croatia alihimiza mashabiki wa nchi yake kushangilia timu yao 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36067398.wav	inasimamia utoaji wa huduma za malipo kwa njia ya kadi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28592246.wav	kiasili sinodi ilikuwa mkutano wa maaskofu wa eneo fulani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37090151.wav	linachukua waumini mia moja hamsini mpaka mia mbili kwa wakati mmoja 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29939018.wav	pia hifadhi hii inapitiwa na njia ya treni inayoelekea katika taifa jirani la zambia 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30180061.wav	timu iliyoibuka na ushindi kwenye fainali hiyo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28582717.wav	pwani hizo zilikuwa mapema sehemu ya biashara ya kimataifa katika bahari hindi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30341868.wav	ziwa victoria lililopo mwanza ni chanzo pato la nchi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29696820.wav	nadharia zinaweza kutegemea utafiti wa aina tofautitofauti 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30650336.wav	kupunguza panya wanaoishi karibu na nyumba sehemu kazi au maeneo ya michezo 	1
