audio	sentence	gender_domain
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30653764.wav	kinaeleza kisa cha wadigo vizuri tu kutoka huko walipotoka mpaka kuwapo kenya na tanzania 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36390353.wav	na kuteketeza nyumba hamsini tisa kwa siku ya pili sasa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30035202.wav	matumizi ya vidonge vya uzazi wa majira lilikuwa kosa kubwa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30220481.wav	wananchi watapata huduma ya umeme kwa wingi majumbani mwao 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30225322.wav	alianza kufanya mikataba na watawala wenyeji katika maeneo ya usagara nguru useguha na ukami 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29898552.wav	soka la china linahitaji mwalimu kama pep guardiola 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29915168.wav	jiji la dar es salaam lilikua haraka na kumeza vijiji vingi vya wazaramo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30021117.wav	mjadala wa nani bora kati ya pele na maradona ufungwe kwa wote kupewa heshima 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30182176.wav	likiwa kilomita za mraba laki tisa arobaini na tano elfu na themanini na saba 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30566728.wav	baadhi ya mbuni wana rangi tofauti 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35756762.wav	viongozi wa mataifa mia moja tisini na nne wanakutana jijini kangkon 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36617434.wav	karagwe kwenye njia kuu ya biashara ya kimataifa na kupunguza umaarufu wake 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29978863.wav	mabaharia wa mali walikanyaga aridhi miaka ya mia moja na themanini na moja 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34979551.wav	kama silaha imetoka kwa nani kwa hivyo ni zoezi muhimu sana 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29997770.wav	hivyo habari hizi bado zinafanyiwa utafiti kuangalia muingiliano wa lugha 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29787801.wav	real madrid ilishinda mabao manne kwa moja dhidi ya atletico madrid 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30026681.wav	kwa hiyo ni shughuli ya vizazi na vizazi mpaka leo hii 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29996657.wav	maboga hushikilia maziwa ambayo hutolewa kwa wageni 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29702320.wav	imani inaweza kukua kwa upana na kwa dhati au nguvu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29963961.wav	hii inafanya kilele chake kuwa mita elfu tano mia nane tisini na tano 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29936176.wav	mheshimiwa samia suluhu hassan alipata elimu ya msingi katika shule mbalimbali 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30025689.wav	kwa maana ya watu wanaotoka katika kijiji cha 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29995820.wav	awali vikosi vya tanzania na washirika wake viliukamata mji huo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30364201.wav	ili kuifanya bandari hii kuwa moja ya bandari muhimu barani afrika 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30623563.wav	mitindo ya kucheza lugha makazi umoja na mshikamano ni vivutio kwa watalii kutoka nje 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28874841.wav	kitabu cha mwanzo kina sura hamsini 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30034495.wav	ambayo imepokea fedha za kigeni shirika la utalii 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29811313.wav	kuna baadhi ya koo katika wajita zinaheshimu sana chura 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37223773.wav	shirika kama royal niger company zilipata maeneo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30003841.wav	ningependa kuelezea masikitiko yangu kwa kumpoteza kijana wa afrika 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30122078.wav	hatuhesabiwi haki tukiacha mabaya na kujaribu kutenda mema 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30021420.wav	ya kutembelea hifadhi kubwa kama tatu nakupewa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29923866.wav	katika bara la afrika ipo kenya na ethipia pamoja na zimbabwe 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30021362.wav	kwa kiasi cha asilimia ishirini aliweza kugundua aina nadra sana ya bakteria 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30144395.wav	hata wakati wa vita vyake dhidi ya wajerumani mkwawa aliwaheshimu wageni wake hawa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29895682.wav	sehemu hiyo inadumisha utalii wa kihistoria ndani ya tanzania 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35279241.wav	kaka yangu amesafiri 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36375144.wav	ya chakula cha jioni bila mapema kuliko 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30090717.wav	bora zaidi kwa mgonjwa wa kisukari aina ya kwanza kuliko vile vyenye nyuzinyuzi chache 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37097102.wav	ambapo kwa wakati huo alizaliwa katika eneo hilo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37101778.wav	wake mwenye fadhila ambaye atamtunuku haki yake naye mnyenyekevu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30582863.wav	ukiachana na changamoto ya vumbi bado hakukuwa na madaraja 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30631315.wav	liemba itakuwa inatimiza miaka mia moja kamili tangu ianze kuelea kwenye ziwa tanganyika 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35183427.wav	mume kutokuja hospitalini siku mbili 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30180215.wav	hivyo kondomu huwa haifuniki sehemu yote ya siri ambayo hukutana wakati wa kufanya ngono 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30144116.wav	milima ya mbarika na milima ya mbeya 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30631097.wav	mwezi wa tatu na ule mwezi wa tano na msimu mfupi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28695873.wav	kitabu kilikuwa kama bomu kati ya watu wa sayansi na wa dini 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31472857.wav	mbuni dume anatumia mbawa zake kumvutia jike 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29476762.wav	ameonekana katika filamu nyingi za marekani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29887539.wav	ipo mipaka ya ardhini kwa maana ya nchi kavu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29677966.wav	wanafunzi wa kwanza walianza kozi zao januari ya mwaka ya mwaka huo 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37229933.wav	watangazaji wawili redioni wanaweza kujadili mada nzuri 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29788893.wav	lakini mufwimi akaogopa kwa kuona amefanya kosa kubwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36040547.wav	majeshi ya baba yake hayatoshindwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29981325.wav	simba kupanda miti siyo jambo la kawaida lakini manyara ni kama jadi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30365311.wav	baadhi ya wadau hao ni kilimo cha biashara karagwe 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37094972.wav	akiptwa na mpinzani wake daktari salmin akipata asilimia hamsini nukta mbili nne 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29589314.wav	hizi ni rangi za bendera ya ethiopia au rangi za umoja wa afrika 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29696820.wav	nadharia zinaweza kutegemea utafiti wa aina tofautitofauti 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29995793.wav	meyer alikuwa mtu wa kwanza kufika kwenye kilele cha mlima kilimanjaro 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30299581.wav	licha ya kuiingizia nchi mapato makubwa pia ni maeneo yenye fursa kubwa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29611229.wav	uhusiano kati ya gluteni na viwango mbalimbali vya hisi ni tata 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29235084.wav	ajira yake ilipatikana katika utawala wa bunge la senati ya ufaransa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34746480.wav	la misheni hizo lilikuwa kwamba liliambatana na uenezaji wa kijeshi wa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34764836.wav	ya ushirikiano na taasisi hiyo ya umoja 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28863635.wav	malezi ya jones ilikuwa ngumu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30180459.wav	kati ya hao kuna wanaocheza timu za ligi kuu ulaya 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29789083.wav	waliombukizwa virusi vya homa ya ini wakiwa watoto 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36385914.wav	alipelekwa masomoni kwenye chuo cha kijeshi huko uchina wakati wa kurudi alipewa cheo cha 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29977790.wav	mwaka elfu mbili kumi na mbili baada ya kufungua kampuni yake ya kidoti 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29924843.wav	kufuatia ukosefu wa rasilimali watu yani nguvu kazi ya kibinadamu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36386017.wav	wahindi waarabu na wa persia walipagundua zanzibar kwa kupitia upepo mkali wa monsoon 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28690032.wav	ni wa kwanza kutoka makabila ya waindio 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30634755.wav	ivory coast ilikuwana kikosi cha dhahabu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37223035.wav	sayansi na afya unahitajikalicha ya makubaliano mapana ya 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36732160.wav	kuvuka kwenda upande mwingine wa barabara kugonga kuni mara tatu 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29943402.wav	benjamin mkapa alikuwa ni mwanadiplomasia na mwandishi wa habari aliyebobea 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28691064.wav	dalili hasi ni pamoja na hisia bapa au hafifu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29878166.wav	katika wilaya ya mwanga kuna idadi kubwa ya waluteri na waislamu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36386334.wav	bairu walikuwa na koo kama mia moja thelathini 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29818047.wav	wahenga walisema kizuri huwa hakidumu mwenyezi mungu ampumzishe kwa amani maalim self 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34890800.wav	mji huo ulijipatia umaarufu sana mnamo karne ya kumi na tano 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29988403.wav	alipata shahada ya uzamili ya maendeleo ya jamii kupitia programu ya pamoja 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30053839.wav	ardhi ya afrika ina mafuta mengi na ya kutosha kila mahali 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30256961.wav	maonyesho ya kubainisha fikira za kiuchumi mara nyingi hutumia michoro 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36375081.wav	majaliwa aliteuliwa kuwa mkuu wa wilaya na kisha akajitosa kwenye siasa za ushindani mwaka 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34946669.wav	hivi sasa bunge la ubeligiji limeruhusu uchunguzi maalumu kuhusu kifo cha lumumba miaka kadhaa 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36319261.wav	ulileta matatizo makubwa kwa uchumi na hata njaa kwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28669464.wav	televisheni inaweza kuonyesha picha kutoka sehemu mbalimbali 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37229822.wav	mahitaji mengine hayahusiana na uagizaji wa bidhaa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30071738.wav	ulinzi zaidi uongezwe kuvilinda vivutio vyetu vidumu milele 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30180898.wav	njiani aliangamiza vijiji alivyokutana navyo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30220643.wav	kabila la pili limemezwa na makabila mengine 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32211940.wav	nasikia kwanuka harufu mbovu sana 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_31321201.wav	kati ya nchi hizo nyingi zilikuwa ni zile zizokuwa magharibi mwa bara la ulaya 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30450852.wav	manchester united ilitwaa ubingwa wa ulaya kwa kuifunga benfica ya ureno 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36067295.wav	alipenda viumbe wengine wa porini 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30026005.wav	alisomea ualimu huko makerere kampala uganda 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30183103.wav	majuto ni mjukuu gharama ya kutokufanya chochote ili kubadili hali ya watoto 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35132607.wav	kusitishwa huku haya wakiarifiwa na matamshi kuzidi kushuhudiwa kutokana suala hilo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36375308.wav	kati ya miji yao ulikuwa karthago uliopanua utawala wake 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29805618.wav	ujio wa pep ulizima moto wa borusia dortmund 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30325702.wav	vile vile mkoa wa kagera upo kusini mwa ikweta 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30015708.wav	wapo baadhi ya wanafamilia waliomwomba msamaha mama yao 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_32295878.wav	ameweza kujilipia ada 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_35103839.wav	liwasheni taa zenu ili ziwake zote 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28669835.wav	pengine mabawa ni meusi takriban kabisa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37092077.wav	ilikuwa sifuri unaitwa dokta nani naitwa dokta rukia wizara ya afya kitengo cha tiba 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30342720.wav	kitu kikubwa kinacholeta heshima zaidi katika nchi zote duniani ni uchumi 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29944859.wav	ni mchezaji wa pili katika historia ya kupiga fainali mbili za kombe la mabingwa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30323794.wav	mwili wa nkrumah ukasafirishwa kutoka bucharest romania kuja mjini conakry 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30574763.wav	uchumi wa kenya utakuwa dola bilioni mia moja kumi na tatu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30577589.wav	umarufu huo unatokana na vitu mbalimbali vilivyomo wilayani humo ikiwemo mapango ya kale 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29974204.wav	maporomoko ya maji milima na mabonde vianpatikana ndani ya kitulo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36382231.wav	ameweka alama akiwa na vilabu vya argentinos juniours boca juniours barcelona napoli sevilla 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28877904.wav	yeye ni mwanamuziki mkongwe zaidi katika kundi la westlife la huko nchini ireland 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30633152.wav	mfano mfumo maarufu wa nne tano moja unakuwa na mabeki wanne 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29866873.wav	kwa sasa wamasai wengi wamekuwa wakristu na kiwango kidogo waislamu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30633153.wav	kocha wa timu ya taifa alikuwa mbrazil 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_37092364.wav	matibabu haya ni ya bei ghali 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30379704.wav	papa akiwa mgonjwa sana aliendelea na utume wake 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36746519.wav	benki kuu inatoa ushauri na kuunda sera katika kuhakikisha usalama wa malipo 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30201519.wav	kutokea dar es salaam hadi mkoani lindi kusini mwa tanzania 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29936773.wav	wilaya ya same ni moja kati ya wilaya sita za mkoa wa kilimanjaro 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_28681010.wav	majengo mbalimbali ya kale ni ishara ya historia ndefu ya mji huu 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29295841.wav	wakati huo baba yake alikuwa askari polisi visiwani zanzibar 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30647798.wav	alikuwa waziri wa afya mambo ya ndani na maliasili 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29961341.wav	ni hifadhi kubwa inayochukua ukubwa wa kilomita kadhaa 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30176945.wav	wajerumani wakaanza kumpigia pep kelele 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29914941.wav	au mabadiliko ya utandawazi yanachangia katika tabia 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_29996765.wav	hilo halina uzito tunachoamini karume alikuwa ni mzalendo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36385141.wav	ndiyo maana mzee makame alikufa akiuangalia mlango wa chumbani 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_36385707.wav	mkazi mwengine wa mtaa huo 	1
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_34597432.wav	silaha zote pamoja na ramia ndogo zilizotekwa zilipelekwa iringa kalenga na kuhifadhiwa ghalani 	0
/scratch/skscla001/experiments/datasets/swagen/audio/common_voice_sw_30385728.wav	mkwavinyika munyigumba alikuwa chifu na kiongozi mkuu wa wahehe 	1
